preco,condominio,endereço,area,quartos,vagas,banheiros
R$ 39.000 /mês,R$ 4.577,"Rua Nascimento Silva, Ipanema",325 m²,9,2,4
R$ 4.100 /mês,R$ 810,"Rua A, Taquara",260 m²,3,2,3
R$ 1.500 /mês,0,"Rua Vieira Ferreira, Bonsucesso",120 m²,3,1,2
R$ 1.100 /mês,R$ 160,"Rua Esperança, Inhoaíba",54 m²,2,1,1
R$ 6.800 /mês,R$ 900,"Avenida José Luiz Ferraz, Recreio Dos Bandeirantes",74 m²,2,1,2
R$ 1.500 /mês,R$ 2.470,"Avenida das Américas, Barra da Tijuca",60 m²,0,1,0
R$ 105.920 /mês,R$ 30.452,"Flamengo, Rio de Janeiro",1324 m²,0,14,4
R$ 1.300 /mês,R$ 100,"Rua Reginaldo Pardelha, Cachambi",60 m²,3,0,1
R$ 1.000 /mês,R$ 700,"Rua Ministro Gabriel de Piza, Pechincha",52 m²,2,1,1
R$ 950 /mês,0,"Caminho do Veloso, Campo Grande",90 m²,2,0,1
R$ 1.750 /mês,R$ 750,"Rua Comandante Rúbens Silva, Freguesia- Jacarepaguá",72 m²,2,1,2
R$ 1.600 /mês,R$ 706,"Avenida Treze de Maio, Centro",41 m²,0,0,1
R$ 1.700 /mês,R$ 600,"Rua Leopoldo Miguez, Copacabana",32 m²,1,1,1
R$ 1.000 /mês,R$ 1.031,"Avenida das Américas, Barra da Tijuca",38 m²,0,1,1
R$ 2.100 /mês,R$ 767,"Avenida das Américas, Barra da Tijuca",46 m²,0,1,0
R$ 1.390 /mês,R$ 298,"Rua Joaquim Silva, Centro",36 m²,1,0,1
R$ 4.000 /mês,R$ 1.200,"Avenida Pasteur, Urca",127 m²,3,1,2
R$ 1.600 /mês,R$ 740,"Rua Emília Sampaio, Vila Isabel",88 m²,2,1,1
R$ 5.600 /mês,R$ 1.200,"Rua Mário Covas Júnior, Barra da Tijuca",99 m²,3,2,2
R$ 1.600 /mês,R$ 1.058,"Avenida Pedro II, São Cristóvão",109 m²,3,1,2
R$ 3.800 /mês,R$ 1.200,"Rua Clarice Índio do Brasil, Botafogo",91 m²,1,1,1
R$ 2.000 /mês,R$ 1.000,"Avenida Olegário Maciel, Barra da Tijuca",35 m²,0,1,0
R$ 1.100 /mês,R$ 649,"Centro, Rio de Janeiro",27 m²,0,1,1
R$ 1.169 /mês,R$ 500,"Rua Antônio Pinto da Mota, Tijuca",45 m²,1,0,1
R$ 1.200 /mês,0,"Caminho do Veloso, Campo Grande",60 m²,2,1,1
R$ 800 /mês,R$ 571,"Rua Djalma Ulrich, Copacabana",22 m²,0,0,1
R$ 1.250 /mês,R$ 100,"Rua Quiririm, Vila Valqueire",60 m²,2,0,1
R$ 5.330 /mês,R$ 312,"Rua dos Gramáticos, Taquara",320 m²,3,2,2
R$ 22.100 /mês,R$ 1.810,"Rua César Lattes, Barra da Tijuca",300 m²,4,2,5
R$ 900 /mês,R$ 842,"Rua Euclides Faria, Ramos",57 m²,2,1,1
R$ 550 /mês,R$ 600,"Centro, Rio de Janeiro",31 m²,0,0,1
R$ 700 /mês,R$ 463,"Campo Grande, Rio de Janeiro",70 m²,2,2,1
R$ 1.490 /mês,R$ 2.100,"Avenida das Américas, Barra da Tijuca",60 m²,0,1,1
R$ 1.012 /mês,R$ 747,"Rua Visconde de Inhaúma, Centro",44 m²,0,0,2
R$ 1.500 /mês,R$ 500,"Rua Ivo do Prado, Campo Grande",50 m²,1,1,1
R$ 650 /mês,R$ 720,"Méier, Rio de Janeiro",35 m²,2,0,1
R$ 350 /mês,R$ 718,"Rua da Assembléia, Centro",35 m²,0,0,1
R$ 1.070 /mês,R$ 50,"Rua A, Taquara",60 m²,2,0,1
R$ 990 /mês,R$ 538,"Rua General Roca, Tijuca",38 m²,1,0,1
R$ 980 /mês,R$ 543,"Rua São Gabriel, Cachambi",68 m²,2,0,1
R$ 5.000 /mês,R$ 1.295,"Rua Padre Telêmaco, Cascadura",559 m²,0,0,0
R$ 1.500 /mês,R$ 586,"Rua Haddock Lobo, Tijuca",33 m²,0,1,1
R$ 4.500 /mês,R$ 1.257,"Rua Jardim Botânico, Jardim Botânico",118 m²,3,1,2
R$ 1.000 /mês,R$ 100,"Caminho do Veloso, Campo Grande",15 m²,0,0,1
R$ 1.000 /mês,R$ 360,"Rua Primo Teixeira, Encantado",63 m²,2,0,2
R$ 1.250 /mês,0,"Rua Dona Clara, Oswaldo Cruz",60 m²,2,0,1
R$ 1.170 /mês,0,"Estrada do Cafundá, Taquara",60 m²,1,1,1
R$ 950 /mês,R$ 365,"Rua Roberval Cordeiro de Farias, Recreio Dos Bandeirantes",30 m²,0,1,1
R$ 2.500 /mês,R$ 1.311,"Rua da Assembléia, Centro",42 m²,0,0,0
R$ 1.000 /mês,R$ 405,"Rua México, Centro",45 m²,0,0,1
R$ 800 /mês,R$ 630,"Rua Barata Ribeiro, Copacabana",29 m²,0,0,1
R$ 1.100 /mês,R$ 599,"Rua Joaquim Palhares, Praça da Bandeira",57 m²,2,0,1
R$ 650 /mês,R$ 336,"Rua Frederico Lima, Madureira",57 m²,2,0,1
R$ 800 /mês,R$ 709,"Avenida Graça Aranha, Centro",42 m²,0,0,1
R$ 1.200 /mês,R$ 10,"Rua Vidal Ramos, Marechal Hermes",48 m²,2,0,1
R$ 1.800 /mês,R$ 178,"Avenida Princesa Isabel, Leme",40 m²,1,0,1
R$ 300 /mês,R$ 960,"Rua da Alfândega, Centro",35 m²,0,0,1
R$ 1.700 /mês,R$ 100,"Rua Bambore, Cachambi",65 m²,2,0,1
R$ 1.500 /mês,R$ 350,"Rua Professor Manuel Lima, Freguesia",100 m²,2,0,1
R$ 1.250 /mês,R$ 800,"Rua Pedro Américo, Catete",64 m²,2,0,1
R$ 2.100 /mês,R$ 650,"Avenida Gomes Freire, Centro",75 m²,2,0,2
R$ 5.000 /mês,0,"Rua Sorocaba, Botafogo",71 m²,2,1,0
R$ 1.100 /mês,R$ 800,"Rua Coração de Maria, Méier",68 m²,2,1,1
R$ 1.100 /mês,R$ 1.100,"Rua Senhor dos Passos, Centro",63 m²,0,0,1
R$ 2.600 /mês,R$ 800,"Travessa A, São Cristóvão",92 m²,3,1,2
R$ 900 /mês,R$ 1.100,"Rua Pedro Lessa, Centro",155 m²,1,0,1
R$ 900 /mês,0,"Rua Primeiro de Março, Centro",50 m²,0,0,1
R$ 1.000 /mês,R$ 350,"Rua Carlos Sampaio, Centro",30 m²,1,0,1
R$ 839 /mês,R$ 130,"Rua Fernando Simoni, Pilares",46 m²,2,0,1
R$ 850 /mês,0,"Penha Circular, Rio de Janeiro",16 m²,0,0,0
R$ 5.000 /mês,R$ 1.500,"Avenida das Américas, Barra da Tijuca",90 m²,1,1,1
R$ 2.000 /mês,R$ 1.000,"Avenida Melo Matos, Tijuca",109 m²,3,1,1
R$ 20.000 /mês,R$ 2.100,"Rua Raul Kennedy, Barra da Tijuca",600 m²,5,3,7
R$ 1.000 /mês,R$ 450,"Centro, Rio de Janeiro",40 m²,1,0,1
R$ 550 /mês,R$ 637,"Rua Araújo Porto Alegre, Centro",26 m²,0,0,1
R$ 3.400 /mês,R$ 1.253,"Avenida Epitácio Pessoa, Ipanema",51 m²,0,0,0
R$ 900 /mês,R$ 600,"Vila Isabel, Rio de Janeiro",30 m²,1,1,1
R$ 1.131 /mês,R$ 607,"Rua Senador Nabuco, Vila Isabel",49 m²,1,1,1
R$ 1.650 /mês,R$ 1.020,"Rua Barão de Mesquita, Grajaú",79 m²,2,1,2
R$ 1.050 /mês,0,"Estrada do Mendanha, Campo Grande",44 m²,2,0,1
R$ 1.090 /mês,R$ 25,"Rua A, Penha",70 m²,2,0,1
R$ 2.400 /mês,R$ 640,"Flamengo, Rio de Janeiro",68 m²,2,0,2
R$ 2.000 /mês,R$ 500,"Rua de Santana, Centro",47 m²,2,0,1
R$ 1.300 /mês,R$ 422,"Rua Amaury Monteiro, Recreio Dos Bandeirantes",28 m²,0,0,1
R$ 800 /mês,R$ 369,"Praça Almirante Jaceguai, Centro",28 m²,1,0,1
R$ 2.180 /mês,R$ 580,"Rua Riachuelo, Centro",50 m²,1,0,1
R$ 2.125 /mês,R$ 60,"Rua São Francisco Xavier, Vila Isabel",65 m²,2,0,2
R$ 100 /mês,R$ 600,"Avenida Erasmo Braga, Centro",35 m²,0,0,1
R$ 1.000 /mês,R$ 771,"Avenida Rio Branco, Centro",35 m²,0,0,1
R$ 1.200 /mês,R$ 406,"Avenida Princesa Isabel, Copacabana",40 m²,0,0,1
R$ 950 /mês,R$ 650,"Rua General Ivo Soares, Taquara",80 m²,2,2,1
R$ 1.500 /mês,R$ 288,"Rua Coronel João Olintho, Recreio Dos Bandeirantes",61 m²,1,1,0
R$ 1.690 /mês,R$ 650,"Rua Padre Manuel Viegas, Irajá",130 m²,3,1,3
R$ 1.500 /mês,R$ 130,"Rua Barata Ribeiro, Copacabana",18 m²,0,0,1
R$ 3.375 /mês,R$ 600,"Rua Barão de Mesquita, Andaraí",65 m²,2,1,1
R$ 1.000 /mês,R$ 728,"Avenida Almirante Barroso, Centro",44 m²,0,0,1
R$ 1.200 /mês,R$ 177,"Rua Engenheiro Luís de Medeiros, Penha Circular",46 m²,1,0,1
R$ 3.400 /mês,R$ 1.412,"Rua Gustavo Sampaio, Leme",103 m²,3,1,1
R$ 1.100 /mês,R$ 720,"Rua Roberval Cordeiro de Farias, Recreio Dos Bandeirantes",38 m²,0,1,0
R$ 590 /mês,R$ 650,"Tijuca, Rio de Janeiro",30 m²,0,0,1
R$ 1.600 /mês,0,"Rua Conde de Linhares, Oswaldo Cruz",57 m²,2,0,1
R$ 2.500 /mês,R$ 50,"Rua Bernardo de Vasconcelos, Realengo",38 m²,0,2,1
R$ 1.000 /mês,R$ 700,"Recreio Dos Bandeirantes, Rio de Janeiro",28 m²,0,0,1
R$ 980 /mês,R$ 400,"Rua Riachuelo, Santa Teresa",40 m²,1,0,1
R$ 7.500 /mês,R$ 654,"Taquara, Rio de Janeiro",160 m²,0,0,2
R$ 690 /mês,0,"Rua do Milho, Penha Circular",52 m²,0,0,1
R$ 1.200 /mês,R$ 420,"Rua Acre, Centro",40 m²,1,0,1
R$ 1.800 /mês,R$ 610,"Rua Desembargador Izidro, Tijuca",65 m²,2,1,1
R$ 2.400 /mês,R$ 550,"Rua Francisco Sá, Copacabana",50 m²,1,0,1
R$ 1.147 /mês,R$ 400,"Rua Oito de Dezembro, Vila Isabel",105 m²,2,0,1
R$ 771 /mês,R$ 768,"Avenida Ator José Wilker, Barra da Tijuca",26 m²,0,1,1
R$ 900 /mês,R$ 668,"Rua Sacadura Cabral, Centro",70 m²,0,0,1
R$ 800 /mês,R$ 420,"Rua General Caldwell, Centro",51 m²,1,0,1
R$ 1.200 /mês,R$ 280,"Rua A, Freguesia",58 m²,3,0,1
R$ 1.200 /mês,R$ 427,"Rua Riachuelo, Santa Teresa",36 m²,1,0,1
R$ 2.000 /mês,R$ 1.000,"Avenida Rio Branco, Centro",40 m²,0,0,1
R$ 29.436 /mês,0,"Santa Cruz, Rio de Janeiro",1926 m²,0,0,1
R$ 3.200 /mês,R$ 1.084,"Avenida Nossa Senhora de Copacabana, Copacabana",80 m²,3,1,1
R$ 3.000 /mês,R$ 950,"Rua México, Centro",110 m²,0,0,2
R$ 2.700 /mês,R$ 2.300,"Avenida das Américas, Barra da Tijuca",67 m²,0,1,2
R$ 1.800 /mês,R$ 968,"Rua Barão de Itapagipe, Rio Comprido",112 m²,3,1,1
R$ 900 /mês,R$ 620,"Avenida Embaixador Abelardo Bueno, Barra da Tijuca",31 m²,0,0,1
R$ 1.450 /mês,R$ 100,"Rua Gastão Penalva, Andaraí",57 m²,2,0,1
R$ 1.000 /mês,R$ 285,"Travessa A, São Cristóvão",40 m²,1,0,1
R$ 300 /mês,R$ 471,"Avenida Rio Branco, Centro",35 m²,0,0,1
R$ 5.000 /mês,R$ 850,"Rua Voluntários da Pátria, Botafogo",98 m²,2,1,1
R$ 1.000 /mês,R$ 555,"Rua Capitão Machado, Praça Seca",95 m²,2,1,2
R$ 42.000 /mês,0,"Barros Filho, Rio de Janeiro",3860 m²,0,0,0
R$ 1.900 /mês,R$ 100,"Rua Praia Grande, Anil",77 m²,2,0,2
R$ 4.340 /mês,R$ 380,"Estrada Rodrigues Caldas, Taquara",140 m²,3,2,3
R$ 1.000 /mês,R$ 554,"Rua Silvia Pozzano, Recreio Dos Bandeirantes",30 m²,0,0,0
R$ 12.000 /mês,R$ 2.800,"Copacabana, Rio de Janeiro",301 m²,4,1,1
R$ 14.000 /mês,R$ 1.237,"Avenida Lineu de Paula Machado, Jardim Botânico",170 m²,4,1,4
R$ 1.000 /mês,0,"Rua Francisco Gifoni, Campinho",76 m²,2,0,1
R$ 1.105 /mês,R$ 80,"Estrada Santa Efigênia, Taquara",70 m²,2,0,1
R$ 900 /mês,R$ 800,"Avenida das Américas, Barra da Tijuca",30 m²,0,1,1
R$ 880 /mês,R$ 112,"Rua João Adil de Oliveira, Irajá",50 m²,2,0,1
R$ 600 /mês,R$ 399,"Rua Figueiredo Magalhães, Copacabana",30 m²,0,0,1
R$ 2.700 /mês,R$ 700,"Avenida Marechal Câmara, Centro",86 m²,0,0,1
R$ 1.110 /mês,R$ 500,"Estrada dos Bandeirantes, Curicica",55 m²,1,1,0
R$ 1.000 /mês,R$ 800,"Rua Pedro de Carvalho, Méier",45 m²,1,1,1
R$ 2.950 /mês,R$ 2.000,"Rua Potiguara, Freguesia- Jacarepaguá",150 m²,3,2,6
R$ 1.200 /mês,R$ 250,"Rua Pio Dutra, Freguesia",70 m²,1,0,1
R$ 500 /mês,R$ 251,"Rua Severino Ferreira da Costa, Campo Grande",40 m²,1,1,1
R$ 900 /mês,R$ 130,"Rua Jorge Martins, Olaria",52 m²,2,0,1
R$ 2.990 /mês,R$ 422,"Rua General Severiano, Botafogo",45 m²,1,0,1
R$ 1.375 /mês,R$ 333,"Estrada dos Bandeirantes, Curicica",25 m²,1,1,0
R$ 4.750 /mês,R$ 1.135,"Rua Timóteo da Costa, Leblon",100 m²,3,2,2
R$ 510 /mês,R$ 250,"Rua Jacui, Penha",45 m²,1,0,1
R$ 1.100 /mês,R$ 610,"Avenida Vicente de Carvalho, Vila da Penha",25 m²,0,1,1
R$ 930 /mês,0,"Rua Paturi, Taquara",60 m²,1,1,1
R$ 3.990 /mês,R$ 1.500,"Rua Hermes Lima, Santa Cruz",199 m²,4,2,4
R$ 3.300 /mês,R$ 1.548,"Avenida Epitácio Pessoa, Ipanema",55 m²,0,0,1
R$ 700 /mês,R$ 580,"Rua Santa Luzia, Centro",25 m²,0,0,1
R$ 1.950 /mês,R$ 315,"Rua dos Artistas, Maracanã",70 m²,2,0,1
R$ 5.500 /mês,R$ 2.300,"Alameda A, Recreio Dos Bandeirantes",420 m²,4,2,3
R$ 1.400 /mês,R$ 180,"Rua Almirante Alexandrino, Santa Teresa",70 m²,2,0,1
R$ 950 /mês,0,"Quintino Bocaiúva, Rio de Janeiro",58 m²,2,0,1
R$ 1.100 /mês,0,"Rua Djalma Dutra, Pilares",36 m²,2,0,1
R$ 600 /mês,R$ 250,"Estrada do Campinho, Campo Grande",43 m²,2,0,1
R$ 1.300 /mês,R$ 959,"Rua Evaristo da Veiga, Centro",95 m²,0,0,2
R$ 4.500 /mês,R$ 1.520,"Rua Prudente de Morais, Ipanema",70 m²,1,1,3
R$ 850 /mês,R$ 1.150,"Boulevard Vinte e Oito de Setembro, Vila Isabel",87 m²,3,1,2
R$ 1.000 /mês,R$ 400,"Avenida Princesa Isabel, Copacabana",40 m²,0,0,1
R$ 1.500 /mês,R$ 1.600,"Largo do Machado, Catete",48 m²,0,1,0
R$ 600 /mês,R$ 650,"Rua do Ouvidor, Centro",30 m²,0,0,1
R$ 850 /mês,R$ 25,"Avenida Alto Maranhão, Guaratiba",54 m²,2,1,2
R$ 510 /mês,R$ 400,"Avenida Ministro Edgard Romero, Madureira",54 m²,1,0,1
R$ 3.600 /mês,R$ 121,"Rua Duquesa de Bragança, Grajaú",135 m²,4,1,2
R$ 1.250 /mês,R$ 150,"Guaratiba, Rio de Janeiro",30 m²,0,0,1
R$ 550 /mês,R$ 446,"Estrada dos Três Rios, Freguesia- Jacarepaguá",24 m²,0,1,1
R$ 1.200 /mês,R$ 421,"Rua Riachuelo, Santa Teresa",37 m²,1,0,1
R$ 600 /mês,R$ 559,"Rua Figueiredo Magalhães, Copacabana",30 m²,0,0,1
R$ 1.300 /mês,R$ 1.247,"Avenida das Américas, Barra da Tijuca",30 m²,0,1,1
R$ 350 /mês,R$ 780,"Rua Miguel Couto, Centro",55 m²,0,0,0
R$ 880 /mês,R$ 815,"Rua Haddock Lobo, Estacio",65 m²,2,0,1
R$ 1.100 /mês,R$ 811,"Avenida João Cabral de Mello Neto, Barra da Tijuca",33 m²,0,1,1
R$ 850 /mês,R$ 730,"Rua Flack, Engenho Novo",85 m²,2,1,1
R$ 2.200 /mês,R$ 980,"Rua Uruguai, Tijuca",80 m²,3,1,3
R$ 900 /mês,R$ 505,"Rua Grão Pará, Engenho Da Rainha",50 m²,1,0,1
R$ 2.000 /mês,R$ 430,"Avenida Ayrton Senna, Barra da Tijuca",30 m²,0,1,1
R$ 1.500 /mês,R$ 786,"Rua Haddock Lobo, Tijuca",56 m²,2,1,1
R$ 500 /mês,R$ 352,"Avenida Rio Branco, Centro",5 m²,0,1,0
R$ 1.200 /mês,R$ 500,"Rua Padre Elías Gorayeb, Tijuca",40 m²,0,0,1
R$ 1.300 /mês,R$ 980,"Avenida Maracanã, Tijuca",70 m²,2,1,1
R$ 1.100 /mês,R$ 700,"Avenida Rio Branco, Centro",33 m²,0,0,1
R$ 1.200 /mês,R$ 773,"Centro, Rio de Janeiro",29 m²,0,2,1
R$ 2.500 /mês,R$ 350,"Rua Senador Rui Carneiro, Recreio Dos Bandeirantes",51 m²,0,1,0
R$ 28.798 /mês,R$ 1.676,"Rua Bulhões Marcial, Vigário Geral",2057 m²,0,6,22
R$ 2.400 /mês,R$ 760,"Rua da Glória, Glória",50 m²,2,0,1
R$ 1.200 /mês,R$ 567,"Rua Barão de Itapagipe, Tijuca",55 m²,2,0,1
R$ 2.900 /mês,R$ 1.065,"Avenida Ayrton Senna, Barra da Tijuca",60 m²,0,1,1
R$ 1.450 /mês,R$ 500,"Rua Olinda Ellis, Campo Grande",50 m²,2,0,1
R$ 700 /mês,R$ 417,"Rua Alcindo Guanabara, Centro",35 m²,0,0,1
R$ 3.200 /mês,0,"Campo Grande, Rio de Janeiro",220 m²,0,0,2
R$ 1.000 /mês,R$ 540,"Rua Uruguai, Tijuca",50 m²,1,0,1
R$ 600 /mês,R$ 380,"Rua Dias da Cruz, Méier",8 m²,0,0,0
R$ 1.600 /mês,R$ 580,"Andaraí, Rio de Janeiro",72 m²,1,1,2
R$ 800 /mês,R$ 570,"Avenida Presidente Vargas, Centro",33 m²,0,0,1
R$ 860 /mês,R$ 497,"Avenida Mem de Sá, Centro",38 m²,1,0,1
R$ 4.700 /mês,R$ 17,"Travessa A, São Cristóvão",150 m²,3,1,3
R$ 2.800 /mês,R$ 1.000,"Rua Tirol, Freguesia",104 m²,3,1,2
R$ 1.200 /mês,R$ 465,"Rua Washington Luís, Centro",35 m²,1,0,1
R$ 1.500 /mês,R$ 878,"Rua Engenheiro Enaldo Cravo Peixoto, Tijuca",28 m²,0,1,0
R$ 500 /mês,R$ 420,"Rua Marquês de Pombal, Centro",30 m²,1,0,1
R$ 1.800 /mês,R$ 506,"Rua Sousa Aguiar, Méier",140 m²,2,0,1
R$ 1.360 /mês,0,"Rua Perseverança, Engenho Novo",75 m²,3,0,1
R$ 4.050 /mês,R$ 620,"Rua Figueiredo Magalhães, Copacabana",51 m²,2,1,1
R$ 1.200 /mês,R$ 720,"Avenida das Américas, Barra da Tijuca",30 m²,0,1,1
R$ 1.000 /mês,0,"Estrada João Melo, Campo Grande",47 m²,2,0,1
R$ 1.800 /mês,R$ 1.100,"Estrada dos Bandeirantes, Jacarepaguá",100 m²,4,2,3
R$ 2.000 /mês,R$ 1.129,"Rua Felipe de Oliveira, Copacabana",70 m²,2,0,1
R$ 1.300 /mês,R$ 1.064,"Rua Alcindo Guanabara, Centro",61 m²,0,0,1
R$ 400 /mês,R$ 598,"Avenida Rio Branco, Centro",29 m²,0,0,1
R$ 1.200 /mês,0,"Rua Adauto da Câmara, Campo Grande",60 m²,2,1,1
R$ 1.600 /mês,R$ 650,"Rua Conde de Bonfim, Tijuca",85 m²,2,1,1
R$ 1.200 /mês,R$ 712,"Avenida Rio Branco, Centro",43 m²,0,0,1
R$ 21.000 /mês,R$ 6.100,"Ipanema, Rio de Janeiro",380 m²,3,3,2
R$ 5.000 /mês,R$ 1.136,"Rua do Rosário, Centro",118 m²,0,0,1
R$ 960 /mês,R$ 550,"Rua Moncorvo Filho, Centro",65 m²,1,0,1
R$ 250 /mês,R$ 425,"Avenida Presidente Vargas, Centro",21 m²,0,0,1
R$ 1.700 /mês,R$ 272,"Rua Luís Barbosa, Vila Isabel",68 m²,2,0,2
R$ 984 /mês,R$ 500,"Rua Baronesa de Uruguaiana, Méier",62 m²,2,0,1
R$ 1.350 /mês,R$ 140,"Rua Geraldo Irênio Joffily, Recreio Dos Bandeirantes",65 m²,2,0,1
R$ 300 /mês,R$ 500,"Avenida Presidente Vargas, Centro",30 m²,0,0,1
R$ 2.390 /mês,R$ 1.000,"Rua Conde de Bonfim, Tijuca",140 m²,4,2,2
R$ 825 /mês,R$ 453,"Largo da Lapa, Centro",32 m²,1,0,1
R$ 6.900 /mês,R$ 1.660,"Rua Demosthenes Madureira de Pinho, Recreio Dos Bandeirantes",195 m²,3,3,4
R$ 4.420 /mês,R$ 1.038,"Rua Desembargador Paulo Alonso, Recreio Dos Bandeirantes",185 m²,4,2,3
R$ 3.120 /mês,R$ 1.100,"Rua Santa Clara, Copacabana",86 m²,3,1,2
R$ 450 /mês,R$ 600,"Rua Acre, Centro",25 m²,0,0,2
R$ 350 /mês,R$ 529,"Rua Visconde de Inhaúma, Centro",26 m²,0,0,1
R$ 1.500 /mês,R$ 288,"Rua Coronel João Olintho, Recreio Dos Bandeirantes",78 m²,1,1,2
R$ 3.370 /mês,R$ 400,"Rua Macembu, Taquara",139 m²,4,1,3
R$ 750 /mês,R$ 527,"Avenida João Ribeiro, Engenho Da Rainha",65 m²,2,0,1
R$ 2.100 /mês,R$ 700,"Rua Visconde de Pirajá, Ipanema",27 m²,1,0,1
R$ 5.000 /mês,R$ 700,"Rua Salomão Malina, Vargem Pequena",180 m²,4,3,3
R$ 800 /mês,R$ 347,"Rua Dom Gerardo, Centro",25 m²,0,0,1
R$ 1.000 /mês,R$ 350,"Jardim Guanabara, Rio de Janeiro",40 m²,1,1,1
R$ 850 /mês,R$ 870,"Avenida Embaixador Abelardo Bueno, Barra da Tijuca",28 m²,0,1,1
R$ 1.150 /mês,R$ 100,"Rua Riachuelo, Centro",35 m²,1,0,1
R$ 199 /mês,0,"Avenida das Américas, Barra da Tijuca",30 m²,0,0,1
R$ 800 /mês,R$ 925,"Avenida Presidente Vargas, Centro",58 m²,0,0,1
R$ 800 /mês,R$ 200,"Guaratiba, Rio de Janeiro",44 m²,2,1,1
R$ 1.300 /mês,R$ 433,"Engenho Novo, Rio de Janeiro",56 m²,2,0,1
R$ 950 /mês,R$ 200,"Praça A, Engenho Da Rainha",45 m²,2,0,1
R$ 1.040 /mês,R$ 150,"Rua João Torquato, Bonsucesso",48 m²,1,0,1
R$ 2.240 /mês,R$ 150,"Rua Ubiratã, Del Castilho",90 m²,2,0,1
R$ 4.500 /mês,R$ 200,"Travessa A, São Cristóvão",200 m²,3,1,2
R$ 800 /mês,R$ 630,"Avenida Rio Branco, Centro",34 m²,0,0,0
R$ 2.600 /mês,R$ 200,"Rua Artur Menezes, Maracanã",120 m²,3,1,2
R$ 700 /mês,0,"Rua Maranhão, Méier",40 m²,1,0,1
R$ 1.000 /mês,R$ 20,"Rua Ituna, Cascadura",117 m²,2,0,1
R$ 1.300 /mês,R$ 500,"Rua Vaz de Toledo, Méier",80 m²,3,0,1
R$ 750 /mês,0,"Rua Oito, Campo Grande",50 m²,2,0,1
R$ 722 /mês,R$ 798,"Rua Fábio Luz, Méier",60 m²,1,2,1
R$ 700 /mês,R$ 320,"Rua Dagmar da Fonseca, Madureira",26 m²,0,0,1
R$ 2.500 /mês,0,"Rua Mariz e Barros, Praça da Bandeira",86 m²,2,0,1
R$ 1.785 /mês,R$ 890,"Boulevard Vinte e Oito de Setembro, Vila Isabel",70 m²,2,0,2
R$ 800 /mês,R$ 555,"Avenida Passos, Centro",21 m²,0,1,1
R$ 3.800 /mês,R$ 730,"Rua Santa Clara, Copacabana",75 m²,2,1,1
R$ 39.500 /mês,R$ 1.300,"Botafogo, Rio de Janeiro",465 m²,0,5,3
R$ 1.500 /mês,R$ 700,"Avenida Pastor Martin Luther King Jr, Del Castilho",29 m²,0,1,1
R$ 450 /mês,R$ 382,"Avenida Presidente Vargas, Centro",25 m²,1,0,1
R$ 1.105 /mês,R$ 200,"Rua A, Penha",65 m²,1,0,1
R$ 600 /mês,R$ 150,"Guaratiba, Rio de Janeiro",10 m²,0,0,1
R$ 1.400 /mês,R$ 894,"Rua Haddock Lobo, Tijuca",80 m²,3,0,1
R$ 2.999 /mês,R$ 1.176,"Avenida Afonso Arinos de Melo Franco, Barra da Tijuca",90 m²,3,2,3
R$ 1.000 /mês,R$ 2.424,"Avenida Marechal Câmara, Centro",27 m²,2,2,2
R$ 10.000 /mês,0,"Rua do Alho, Penha Circular",1000 m²,0,0,0
R$ 1.530 /mês,R$ 700,"Rua A, Pechincha",68 m²,3,1,2
R$ 1.500 /mês,R$ 845,"Rua Sete de Setembro, Centro",58 m²,0,0,1
R$ 1.450 /mês,R$ 341,"Avenida Venceslau Brás, Botafogo",32 m²,1,0,1
R$ 700 /mês,R$ 320,"Rua Dagmar da Fonseca, Madureira",25 m²,0,0,1
R$ 400 /mês,R$ 620,"Avenida Rio Branco, Centro",33 m²,0,0,1
R$ 600 /mês,R$ 500,"Largo São Francisco de Paula, Centro",29 m²,1,0,1
R$ 1.900 /mês,R$ 454,"Avenida Nossa Senhora de Copacabana, Copacabana",40 m²,1,0,1
R$ 1.000 /mês,R$ 365,"Rua André Cavalcanti, Centro",30 m²,1,0,1
R$ 500 /mês,R$ 761,"Avenida Treze de Maio, Centro",30 m²,0,0,1
R$ 1.300 /mês,R$ 26,"Rua Maria Benjamim, Pilares",90 m²,3,0,1
R$ 950 /mês,R$ 374,"Rua Washington Luís, Centro",34 m²,1,0,1
R$ 1.288 /mês,R$ 970,"Rua Visconde de Inhaúma, Centro",56 m²,0,0,0
R$ 2.400 /mês,R$ 769,"Rua Professor Ortiz Monteiro, Laranjeiras",82 m²,2,0,2
R$ 1.100 /mês,R$ 325,"Caminho do Veloso, Campo Grande",44 m²,2,1,1
R$ 1.400 /mês,R$ 473,"Avenida Gomes Freire, Centro",40 m²,1,0,1
R$ 1.350 /mês,R$ 980,"Avenida das Américas, Barra da Tijuca",36 m²,0,1,1
R$ 1.694 /mês,R$ 350,"Rua Humberto de Campos, Leblon",25 m²,1,0,1
R$ 590 /mês,R$ 420,"Rua da Quitanda, Centro",20 m²,0,0,2
R$ 637 /mês,R$ 300,"Rua Teixeira de Azevedo, Abolição",60 m²,1,0,1
R$ 2.800 /mês,R$ 1.594,"Rua Bolivar, Copacabana",157 m²,3,1,4
R$ 2.125 /mês,R$ 278,"Rua Cardoso de Morais, Bonsucesso",74 m²,2,0,1
R$ 4.200 /mês,R$ 869,"Avenida Rui Barbosa, Flamengo",60 m²,2,0,2
